,Covidence #,Study ID,Title,Short Title,Year,Organization(s)/Association(s),Country,Topic/Category,Grading Method,Overall guideline assessment: Rate the overall quality of this guideline.,Number of LoE levels,Number of SoR levels,Recommendation,LoE (Text),LoE (Number),SoR (Text),SoR (Number),Specific target group?,LoE (scaled),Source,AI Clustering
192,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes and peripheral neuropathy with balance and gait problems, we suggest referral to physical therapy or a fall management program to reduce the risk of fractures and fracture-related complications.",Very Low,1,2,1,,0.25,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",26
193,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes and peripheral neuropathy and/or peripheral vascular disease, we suggest referral to a podiatrist, orthopedist, or vascular specialist for preventive care to reduce the risk of foot ulceration and/or lower extremity amputation.",Low,2,2,1,,0.5,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",7
194,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes and fasting triglycerides > 500 mg/dL, we recommend the use of fish oil and/or fenofibrate to reduce the risk of pancreatitis.",Low,2,1,2,,0.5,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
195,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes, we suggest that periodic cognitive screening should be performed to identify undiagnosed cognitive impairment.",Low,2,2,1,,0.5,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
196,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes and frailty, we suggest the use of diets rich in protein and energy to prevent malnutrition and weight loss.",Low,2,2,1,,0.5,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",24
197,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes and a diagnosis of cognitive impairment (i.e., mild cognitive impairment or dementia), we suggest that medication regimens should be simplified and glycemic targets tailored (i.e., be more lenient) to improve compliance and prevent treatment-related complications.",Low,2,2,1,,0.5,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
198,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes, we recommend that outpatient diabetes regimens be designed specifically to minimize hypoglycemia.",Moderate,3,1,2,,0.75,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
199,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes and advanced chronic sensorimotor distal polyneuropathy, we suggest treatment regimens that minimize fall risk, such as the minimized use of sedative drugs or drugs that promote orthostatic hypotension and/or hypoglycemia.",Very Low,1,2,1,,0.25,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
200,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes who cannot achieve glycemic targets with lifestyle modification, we suggest avoiding the use of restrictive diets and instead limiting consumption of simple sugars if patients are at risk for malnutrition.",Very Low,1,2,1,,0.25,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
201,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes, we recommend metformin as the initial oral medication chosen for glycemic management in addition to lifestyle management.",Moderate,3,1,2,,0.75,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
202,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older who have prediabetes, we recommend a lifestyle program similar to the Diabetes Prevention Program to delay progression to diabetes.",High,4,1,2,,1,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
203,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older without known diabetes, we recommend fasting plasma glucose and/or HbA1c screening to diagnose diabetes or prediabetes.",High,4,1,2,,1,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
204,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older without diagnosed diabetes, we suggest routine screening for HbA1c during admission to the hospital to ensure detection and treatment where needed.",Low,2,2,1,,0.5,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
205,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes and decreased estimated glomerular filtration rate, we recommend limiting the use or dosage of many classes of diabetes medications to minimize the side effects and complications associated with chronic kidney disease.",Low,2,1,2,,0.5,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
206,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes who are treated with insulin, we recommend frequent fingerstick glucose monitoring and/or continuous glucose monitoring (to assess glycemia) in addition to HbA1c.",Low,2,1,2,,0.5,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
207,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and over with diabetes in hospitals or nursing homes, we recommend establishing clear targets for glycemia at 100 to 140 mg/dL (5.55 to 7.77 mmol/L) fasting and 140 to 180 mg/dL (7.77 to 10 mmol/L) postprandial while avoiding hypoglycemia.",Low,2,1,2,,0.5,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
208,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes who are ambulatory, we recommend lifestyle modification as the first-line treatment of hyperglycemia.",High,4,1,2,,1,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
209,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes, we suggest that if statin therapy is inadequate for reaching the low-density lipoprotein cholesterol reduction goal, either because of side effects or because the low-density lipoprotein cholesterol target is elusive, then alternative or additional approaches (such as including ezetimibe or pro-protein convertase subtilisin/kexin type 9 inhibitors) should be initiated.",Very Low,1,2,1,,0.25,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",23
210,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes and a terminal illness or severe comorbidities, we recommend simplifying diabetes management strategies.",Very Low,1,2,1,,0.25,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
211,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older without known diabetes who meet the criteria for pre-diabetes by fasting plasma glucose or HbA1c, we suggest obtaining a 2-hour glucose post-oral glucose tolerance test measurement.",Moderate,3,2,1,,0.75,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",16
212,4584,LeRoith 2019,Treatment of Diabetes in Older Adults: An Endocrine Society* Clinical Practice Guideline.,Treatment of Diabetes in Older Adults,2019,"European Society of Endocrinology, Gerontological Society of America, Obesity Society",Other: International,Diabetes Mellitus,GRADE,4,4,2,"In patients aged 65 years and older with diabetes, we recommend statin therapy and the use of an annual lipid profile to achieve the recommended levels for reducing absolute cardiovascular disease events and all-cause mortality.",High,4,1,2,,1,"LeRoith D, Biessels GJ, Braithwaite SS, Casanueva FF, Draznin B, Halter JB, et al. Treatment of diabetes in older adults: an Endocrine Society clinical practice guideline. The Journal of Clinical Endocrinology & Metabolism. 2019;104(5):1520–74.",23
213,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"After discharge from the hospital, older persons with malnutrition or at risk of malnutrition shall be offered oral nutritional supplements in order to improve dietary intake and body weight, and to lower the risk of functional decline.",1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
214,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,Older persons with malnutrition or at risk of malnutrition and with eating dependency in institutions shall be offered mealtime assistance in order to support adequate dietary intake.,1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
215,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,All older patients admitted to a medical ward at moderate to high risk of delirium shall receive a multi-component non-pharmacological intervention that includes hydration and nutrition management in order to prevent delirium.,1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",11
216,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"For older adults with measured serum or plasma osmolality > 300 mOsm/kg (or calculated osmolarity > 295 mmol/L) and unable to drink, intravenous fluids shall be considered.",1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",6
217,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"To prevent dehydration in older persons living in residential care, institutions should implement multicomponent strategies across their institutions for all residents.",1++,8,B,2,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",13
218,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"Guiding value for energy intake in older persons is 30 kcal per kg body weight and day and should be individually adjusted with regard to nutritional status, physical activity level, disease status and tolerance.",1-,6,B,2,,0.75,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
219,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,A range of appropriate (i.e. hydrating) drinks should be offered to older people according to their preferences.,1++,8,B,2,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",13
220,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"Nutritional and hydration care for older persons shall be individualized and comprehensive in order to ensure adequate nutritional intake, maintain or improve nutritional status and improve clinical course and quality of life.",1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
221,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,Older persons with malnutrition or at risk of malnutrition should be offered nutritional information and education as part of a comprehensive intervention concept in order to improve awareness of and knowledge about nutritional problems and thus promote adequate dietary intake.,1++,8,B,2,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
222,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"These strategies should include high availability of drinks, varied choice of drinks, frequent offering of drinks, staff awareness of the need for adequate fluid intake, staff support for drinking and staff support in taking older adults to the toilet quickly and when they need it.",1++,8,B,2,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",13
223,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,Older persons with malnutrition or at risk of malnutrition should be offered fortified food in order to support adequate dietary intake.,1+,7,B,2,,0.875,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
224,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,Bioelectrical impedance shall NOT be used to assess hydration status in older adults as it has not been shown to be usefully diagnostic.,1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",9
225,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"For older adults with measured serum or plasma osmolality > 300 mOsm/kg (or calculated osmolarity > 295 mmol/L) who appear unwell, subcutaneous or intravenous fluids shall be offered in parallel with encouraging oral fluid intake.",1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",6
226,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,Older patients with hip fracture shall be offered oral nutritional supplements postoperatively in order to improve dietary intake and reduce the risk of complications.,1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",7
227,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,All older patients hospitalized to have urgent surgery shall receive a multi-component non-pharmacological intervention that includes hydration and nutrition management in order to prevent delirium.,1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",11
228,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"Older women should be offered at least 1.6 L of drinks each day, while older men should be offered at least 2.0 L of drinks each day unless there is a clinical condition that requires different approach.",2+,4,B,2,,0.5,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",13
229,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"If weight reduction is considered in obese older persons, dietary interventions shall be combined with physical exercise whenever possible in order to preserve muscle mass.",1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
230,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"Hospitalized older persons with malnutrition or at risk of malnutrition shall be offered ONS, in order to improve dietary intake and body weight, and to lower the risk of complications and readmission.",1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
231,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"Strategies to support adequate fluid intake should be developed including older persons themselves, staff, management and policymakers.",1++,8,B,2,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",13
232,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"Simple signs and tests commonly used to assess for dehydration such as skin turgor, mouth dryness, weight change, urine color or specific gravity, shall NOT be used to assess hydration status in older adults.",1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",6
233,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,Nutritional interventions should be offered to older patients at risk of pressure ulcers in order to prevent the development of pressure ulcers.,1++,8,B,2,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",24
234,4711,Volkert 2019,ESPEN guideline on clinical nutrition and hydration in geriatrics.,Clinical nutrition and hydration in geriatrics,2019,European Society for Clinical Nutrition and Metabolism,Other: Europe,"Hydration, Nutrition & Sarcopenia",SIGN,5,8,3,"Nutritional interventions in geriatric patients after hip fracture and orthopedic surgery shall be part of an individually tailored, multidimensional and multidisciplinary team intervention in order to ensure adequate dietary intake, improve clinical outcomes and maintain quality of life.",1++,8,A,3,,1,"Volkert D, Beck AM, Cederholm T, Cruz-Jentoft A, Goisser S, Hooper L, et al. ESPEN guideline on clinical nutrition and hydration in geriatrics. Clinical Nutrition. 2019 Feb;38(1):10–47.",7
